Customer_id,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
A859738,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No
R548809,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No
U138913,None,Yes,No,No,No,Yes,Yes,Yes,Yes
M244790,DSL,Yes,No,No,Yes,No,Yes,No,No
W610913,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No
H932939,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes
X00931,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes
P218828,DSL,Yes,No,No,Yes,Yes,No,Yes,No
P365450,DSL,Yes,No,No,Yes,Yes,No,No,Yes
R912808,DSL,Yes,No,No,No,Yes,No,Yes,Yes
J883265,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes
L161656,Fiber Optic,Yes,No,No,No,Yes,No,No,No
O412044,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes
X299129,Fiber Optic,Yes,No,No,Yes,Yes,No,No,No
O987713,DSL,Yes,No,Yes,No,Yes,No,No,Yes
I415253,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No
L983845,None,Yes,No,No,No,Yes,Yes,No,No
G661518,None,Yes,No,No,No,No,No,No,Yes
Z511670,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes
I745729,Fiber Optic,Yes,No,No,Yes,No,No,No,No
K814248,None,Yes,Yes,No,Yes,Yes,No,No,Yes
K719786,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes
Y874048,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No
A940721,None,Yes,No,Yes,No,Yes,No,No,No
V402063,None,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
D770283,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No
Y701439,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes
Z281810,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes
O403114,DSL,Yes,Yes,Yes,No,No,No,No,No
B442948,Fiber Optic,No,Yes,No,No,Yes,No,Yes,No
H620644,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes
N573961,None,Yes,No,Yes,Yes,No,No,No,No
I403839,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes
F812880,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes
L74134,DSL,Yes,Yes,No,No,No,No,No,No
B255311,DSL,Yes,No,No,No,No,No,No,Yes
O764702,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No
D269899,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No
W291881,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No
L409845,Fiber Optic,Yes,No,No,Yes,No,No,No,No
L647810,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No
G97647,DSL,Yes,Yes,No,Yes,No,No,Yes,No
F519639,None,Yes,No,Yes,Yes,Yes,No,Yes,Yes
J291465,None,Yes,No,No,No,No,No,Yes,Yes
V170205,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes
Y172017,None,Yes,Yes,No,No,No,No,No,No
E996692,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No
J207539,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes
I797960,None,Yes,No,Yes,No,No,Yes,No,No
Y592744,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes
D391430,None,Yes,No,No,No,Yes,Yes,No,No
Q783171,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No
K796504,DSL,Yes,Yes,No,No,No,No,Yes,No
F157997,Fiber Optic,No,Yes,No,No,No,No,No,No
G73581,DSL,Yes,No,No,No,No,No,Yes,Yes
C875992,DSL,Yes,No,No,No,Yes,No,Yes,No
S473175,None,Yes,No,Yes,Yes,No,No,Yes,No
Q585011,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No
M353309,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No
F900891,None,Yes,No,No,No,Yes,No,Yes,No
L957640,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes
M521755,DSL,No,No,Yes,Yes,Yes,Yes,Yes,No
C960228,DSL,Yes,No,No,No,Yes,No,Yes,No
J12843,None,Yes,No,No,Yes,Yes,No,Yes,No
P960014,Fiber Optic,Yes,No,No,No,Yes,No,No,No
T912154,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes
G696221,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes
W987755,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes
R934959,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes
B264341,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No
Q20365,DSL,Yes,Yes,No,No,Yes,No,No,No
W415051,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No
Z477994,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No
D195797,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
V615478,Fiber Optic,No,Yes,No,Yes,No,No,No,No
U577089,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,No
N275150,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes
A500103,None,No,No,Yes,No,Yes,No,No,Yes
J308893,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
P892051,DSL,Yes,No,Yes,Yes,No,Yes,No,No
L947038,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes
F498478,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No
H75117,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes
H292733,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes
L124227,DSL,Yes,No,Yes,Yes,No,No,Yes,No
Z253470,DSL,Yes,No,Yes,No,No,No,No,No
F161487,DSL,Yes,No,No,Yes,No,No,Yes,Yes
T434750,DSL,Yes,No,No,No,No,No,No,No
P43762,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes
D309783,DSL,Yes,No,Yes,Yes,No,Yes,No,No
B310750,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes
T663920,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes
N523308,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes
B759427,DSL,Yes,No,No,Yes,No,No,Yes,No
Y802622,Fiber Optic,Yes,No,No,No,No,No,No,No
T375340,None,Yes,Yes,No,Yes,Yes,No,No,Yes
H782363,None,Yes,Yes,Yes,No,No,No,No,Yes
Z515622,DSL,Yes,No,Yes,No,Yes,No,No,No
X286988,DSL,Yes,No,No,No,No,No,No,No
E634326,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes
S785720,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes
A349493,None,Yes,Yes,No,No,No,No,Yes,Yes
W795143,None,Yes,No,No,No,No,No,Yes,Yes
Y768966,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes
H843808,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes
A853801,DSL,Yes,Yes,No,Yes,No,No,No,Yes
K296336,None,Yes,No,No,No,Yes,No,Yes,No
R851367,None,Yes,No,No,No,Yes,Yes,No,Yes
V74560,DSL,Yes,No,No,Yes,No,No,No,Yes
F383331,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No
E770575,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No
N217934,None,Yes,No,No,No,Yes,Yes,No,Yes
E108315,DSL,Yes,No,No,No,No,Yes,No,Yes
Z274952,DSL,Yes,No,No,No,No,No,Yes,No
I10685,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes
G417957,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No
G777381,None,Yes,Yes,No,No,Yes,No,Yes,No
J434777,None,Yes,Yes,No,No,No,Yes,Yes,No
R140732,DSL,Yes,Yes,No,No,No,Yes,No,Yes
O536253,Fiber Optic,Yes,No,No,No,No,No,Yes,No
N818917,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,No
U912904,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes
Q895849,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes
K710503,None,Yes,Yes,No,Yes,No,No,Yes,No
X415795,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No
I634125,DSL,Yes,No,Yes,No,No,No,No,Yes
K834421,None,Yes,No,Yes,No,No,Yes,Yes,No
V777004,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
G902299,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No
V218370,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes
X415208,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No
X788909,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
T898999,DSL,Yes,Yes,Yes,No,No,Yes,No,No
Q982792,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes
Y373477,None,Yes,No,Yes,No,Yes,No,Yes,Yes
H568978,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Yes
A795494,DSL,Yes,Yes,Yes,Yes,No,No,No,No
J266332,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes
V745261,None,Yes,No,Yes,Yes,Yes,No,No,Yes
U345949,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes
C841625,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes
D303600,DSL,Yes,No,No,Yes,No,Yes,No,No
F05516,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes
B91498,None,Yes,No,No,No,No,No,Yes,No
X757783,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes
P464171,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No
T843460,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Z85067,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes
A378200,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes
W314163,DSL,Yes,Yes,Yes,No,No,No,No,Yes
Q738259,DSL,Yes,Yes,No,Yes,No,No,No,No
E856035,Fiber Optic,No,No,No,Yes,No,No,No,No
D960842,DSL,Yes,No,No,No,No,No,No,Yes
X618114,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes
T446100,None,Yes,Yes,No,No,No,No,Yes,No
S860728,DSL,Yes,Yes,No,Yes,No,No,No,Yes
I273760,None,Yes,Yes,No,Yes,Yes,No,Yes,No
W963695,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,No
D878040,Fiber Optic,Yes,No,No,No,No,No,Yes,No
N82795,DSL,Yes,Yes,No,No,No,No,Yes,Yes
G868770,None,No,Yes,No,No,Yes,No,No,Yes
J444660,None,Yes,Yes,No,Yes,No,No,Yes,No
A751773,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
R183041,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No
W76958,Fiber Optic,Yes,No,No,No,Yes,No,No,No
B813081,DSL,No,No,No,No,No,No,No,No
L285305,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
Z592090,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No
M200082,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes
A04204,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No
A410868,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No
F996979,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes
K907258,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No
E376270,DSL,Yes,No,No,No,No,Yes,Yes,Yes
M896880,None,Yes,No,No,No,No,No,No,Yes
T155621,None,Yes,Yes,No,Yes,No,No,No,No
F744495,None,Yes,No,No,No,No,Yes,No,No
Y424748,DSL,Yes,Yes,No,No,Yes,No,No,No
C883607,DSL,Yes,Yes,No,No,Yes,No,No,No
X987521,None,Yes,Yes,No,No,No,No,Yes,Yes
U657488,Fiber Optic,Yes,No,Yes,No,No,No,No,No
L825010,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes
A723167,Fiber Optic,Yes,No,No,Yes,No,No,No,No
S34743,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes
Z976510,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes
D880681,Fiber Optic,Yes,No,No,Yes,No,No,No,No
Y998384,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No
N486975,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No
E79622,DSL,Yes,No,No,Yes,No,No,Yes,No
X931864,None,Yes,No,No,Yes,No,No,Yes,Yes
D125547,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No
T522390,Fiber Optic,Yes,No,Yes,No,No,No,Yes,No
F535092,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
L623504,DSL,Yes,No,No,No,Yes,Yes,Yes,No
G775790,DSL,Yes,Yes,No,No,No,No,No,Yes
D331766,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes
G922869,DSL,Yes,Yes,No,Yes,No,No,Yes,No
P277880,None,Yes,Yes,No,Yes,No,No,No,Yes
K377483,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No
R922241,Fiber Optic,Yes,No,No,Yes,No,No,No,No
I156558,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes
G95859,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes
J878701,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No
C634232,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No
M376642,None,Yes,Yes,No,Yes,Yes,No,No,Yes
G854983,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes
G31296,Fiber Optic,Yes,No,No,No,No,No,No,Yes
Q139076,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes
S636055,None,Yes,Yes,No,No,Yes,Yes,Yes,No
A912671,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No
M102949,DSL,Yes,Yes,Yes,No,Yes,No,No,No
L953869,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No
Z471500,None,Yes,Yes,Yes,Yes,Yes,No,No,No
V676238,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes
Q764408,None,Yes,No,Yes,No,Yes,No,No,Yes
P327630,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes
E740766,None,No,No,No,Yes,Yes,No,No,Yes
Y34832,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes
Y608563,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes
U407050,None,Yes,No,No,No,Yes,Yes,No,Yes
J684160,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes
B988280,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes
B545599,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes
F43067,DSL,Yes,Yes,Yes,No,No,Yes,No,No
Q900168,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes
D346820,DSL,Yes,No,No,No,No,No,Yes,Yes
Q908346,Fiber Optic,No,No,No,No,Yes,No,No,Yes
P08547,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No
G851746,DSL,Yes,Yes,No,Yes,No,No,Yes,No
B539992,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes
M993150,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes
X564691,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes
T13420,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes
P591493,DSL,Yes,Yes,Yes,No,Yes,Yes,No,No
K133105,None,Yes,No,No,No,Yes,No,Yes,Yes
X403079,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes
V958859,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No
X466847,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes
X52491,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes
J474988,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
F888948,DSL,Yes,Yes,Yes,No,No,No,No,Yes
A756392,None,Yes,No,No,Yes,Yes,No,No,Yes
S721167,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No
F83510,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No
O594216,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes
I747598,DSL,Yes,No,No,No,Yes,No,Yes,Yes
K294952,DSL,Yes,No,No,No,No,No,No,No
E930365,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes
H515536,None,Yes,No,No,Yes,No,No,Yes,No
V733953,None,Yes,No,Yes,No,Yes,No,Yes,No
G231952,DSL,Yes,No,No,Yes,No,No,Yes,Yes
U241553,DSL,Yes,No,Yes,Yes,Yes,Yes,No,No
J874798,None,Yes,No,No,No,No,No,No,No
O261091,None,Yes,Yes,No,No,No,No,Yes,No
U89471,Fiber Optic,Yes,No,No,Yes,No,No,No,No
H839237,None,Yes,No,No,No,No,No,Yes,No
S509582,None,Yes,No,No,Yes,No,No,No,No
P968345,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes
W659895,None,Yes,Yes,No,No,Yes,No,No,Yes
W365151,DSL,Yes,No,No,No,No,No,No,No
E135599,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes
L633556,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No
S465851,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No
Q668333,None,Yes,Yes,Yes,No,No,Yes,No,No
L314037,None,Yes,No,Yes,No,Yes,No,No,No
H53122,None,Yes,Yes,No,Yes,No,No,No,No
C313073,Fiber Optic,Yes,No,No,No,No,No,No,No
R974562,DSL,Yes,No,No,No,No,No,No,No
P942401,DSL,Yes,No,No,No,No,No,No,Yes
H715023,DSL,Yes,No,No,No,Yes,No,Yes,No
T164384,None,Yes,Yes,No,No,No,No,No,No
E80213,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
P420577,None,Yes,Yes,No,No,Yes,No,Yes,Yes
R176145,DSL,Yes,No,No,Yes,No,No,No,Yes
S914593,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes
G755151,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes
E955361,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes
I58563,None,Yes,No,No,No,No,No,No,Yes
C167419,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No
V911639,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No
J470682,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No
F963846,Fiber Optic,Yes,No,No,No,Yes,No,No,No
B733858,DSL,Yes,No,No,Yes,No,Yes,Yes,No
L671609,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes
G122279,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes
U479043,DSL,No,Yes,No,Yes,No,No,Yes,Yes
T73830,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes
U369496,DSL,Yes,No,No,No,Yes,Yes,No,No
H151913,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes
B565569,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes
E813446,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No
E229514,None,Yes,No,No,Yes,No,No,Yes,No
V585340,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Yes,No
V540566,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
V275789,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No
N885732,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes
L682277,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No
D835743,DSL,Yes,No,No,Yes,No,No,No,Yes
K886740,Fiber Optic,Yes,No,No,No,No,No,No,No
O886488,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes
C48049,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
T00947,None,Yes,Yes,No,No,No,No,No,No
N773734,DSL,Yes,No,No,No,No,No,Yes,No
M771027,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes
Z293106,DSL,Yes,Yes,No,Yes,No,No,No,No
Q701785,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No
I472641,None,Yes,No,No,No,No,Yes,No,Yes
A712256,DSL,Yes,No,No,No,Yes,No,Yes,No
T872338,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes
O760284,DSL,Yes,No,No,No,No,No,No,Yes
Q288900,DSL,Yes,No,No,No,No,Yes,No,No
H969956,DSL,Yes,Yes,No,Yes,No,No,No,Yes
T302014,DSL,Yes,Yes,No,No,No,No,No,Yes
W453618,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No
K591268,DSL,Yes,No,No,No,No,Yes,Yes,No
J964772,DSL,Yes,No,No,Yes,No,No,Yes,No
D578534,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes
S527871,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes
Q989344,None,Yes,Yes,No,No,Yes,No,No,No
E410356,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,No
Y618105,DSL,Yes,No,No,No,Yes,No,No,Yes
V469262,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes
E219689,None,Yes,No,Yes,Yes,No,No,No,No
P463800,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes
R582802,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes
Y531744,DSL,No,No,Yes,Yes,No,No,Yes,No
B840629,Fiber Optic,Yes,No,No,No,No,No,No,Yes
Z719846,Fiber Optic,Yes,No,No,No,Yes,No,No,No
S35451,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes
H298416,DSL,Yes,No,No,No,No,No,Yes,No
F960418,None,Yes,No,Yes,No,Yes,No,No,No
B209742,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes
Q273317,DSL,Yes,Yes,No,No,No,No,No,Yes
R346421,DSL,No,No,No,No,Yes,No,No,No
Z473183,None,No,No,Yes,No,No,No,No,Yes
Q393526,None,Yes,Yes,Yes,Yes,No,No,No,Yes
I196323,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes
K729834,Fiber Optic,No,No,No,Yes,Yes,No,No,No
P341049,None,Yes,No,No,No,No,No,Yes,Yes
Y164259,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No
I841051,None,Yes,No,No,Yes,No,No,Yes,No
B919135,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,Yes
S54573,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes
B989601,Fiber Optic,Yes,No,No,No,No,No,No,Yes
L619270,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
F707493,DSL,Yes,Yes,No,No,No,Yes,Yes,No
R136473,Fiber Optic,Yes,No,No,No,No,Yes,No,No
Z379988,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No
A733457,DSL,Yes,No,No,No,Yes,No,No,No
A357886,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No
T558224,Fiber Optic,Yes,No,No,No,Yes,No,No,No
X675253,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No
H755540,Fiber Optic,Yes,No,Yes,No,No,No,No,No
D479344,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes
J112293,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No
R996865,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,No
P706486,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No
J792155,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
U158712,DSL,Yes,Yes,No,No,Yes,No,No,Yes
L452982,None,Yes,No,Yes,Yes,No,No,No,No
R619213,Fiber Optic,Yes,No,No,Yes,No,No,No,No
Y983317,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No
A96078,None,Yes,Yes,Yes,No,No,No,No,Yes
H948218,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,No
B87304,DSL,No,No,No,Yes,No,No,Yes,Yes
W390315,None,Yes,No,No,No,Yes,Yes,Yes,No
T846662,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes
U588522,DSL,Yes,No,No,Yes,Yes,Yes,No,No
Z392431,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes
L984058,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
J641339,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes
X879031,DSL,Yes,No,No,Yes,No,No,No,No
O507534,DSL,Yes,No,Yes,Yes,Yes,No,No,No
I56280,DSL,No,No,Yes,Yes,Yes,No,No,No
B164687,Fiber Optic,Yes,No,Yes,No,No,No,No,No
S769641,DSL,Yes,Yes,No,Yes,Yes,No,No,No
N574445,DSL,Yes,No,Yes,Yes,No,Yes,No,Yes
O438463,DSL,Yes,Yes,No,Yes,No,Yes,No,No
L743816,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No
X422065,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes
D698441,DSL,No,No,No,Yes,Yes,No,Yes,Yes
T462322,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No
V397454,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No
R394240,DSL,Yes,Yes,No,No,No,No,Yes,Yes
I959338,None,Yes,Yes,No,No,No,Yes,Yes,No
E719559,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
J528795,DSL,Yes,No,No,Yes,No,Yes,Yes,No
D728807,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes
R30010,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes
T719053,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes
E807714,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No
T581683,None,Yes,No,Yes,Yes,Yes,Yes,No,Yes
F504510,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes
V354248,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes
N950747,DSL,Yes,No,No,No,No,No,No,No
W67300,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No
D457155,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
Z757676,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes
E330288,None,Yes,No,No,Yes,No,No,Yes,No
O186531,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes
U225462,DSL,Yes,No,Yes,Yes,No,No,No,No
X944341,None,Yes,No,Yes,No,No,Yes,No,No
C518382,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,Yes
H630459,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
A744958,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes
N451468,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No
W483045,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes
Y184122,Fiber Optic,No,No,No,No,No,No,No,Yes
R736548,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes
H654233,None,Yes,Yes,No,Yes,Yes,No,Yes,No
P106092,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
M67658,DSL,No,No,Yes,Yes,Yes,No,Yes,No
N147187,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No
S297647,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No
P493147,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No
U782508,DSL,Yes,No,No,No,No,No,No,Yes
E682726,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No
X688103,None,Yes,No,No,Yes,Yes,No,No,No
